nct_id,official_title,eligibility_criteria,inclusion_criteria,exclusion_criteria
NCT02597049,"A Randomized, Parallel-Arm, Double-Blind Study of Efficacy and Safety of Dulaglutide When Added to SGLT2 Inhibitors in Patients With Type 2 Diabetes Mellitus","Inclusion Criteria:

* Have type 2 diabetes mellitus (based on the World Health Organization's \[WHO\] diagnostic criteria)
* Have been treated with an SGLT2 inhibitor, with or without metformin, for at least 3 months prior to study entry (minimum required doses for that period for allowed SGLT2 inhibitors: empagliflozin 10 mg, dapagliflozin 5 or 10 mg \[per country-specific label\], canagliflozin 100 mg); minimum required dose for metformin, if used, is ≥1500 mg/day and must be reached (or highest tolerated dose which is acceptable with documented gastrointestinal \[GI\] intolerability)
* Daily doses of all allowed oral antihyperglycemia agent (OAMs) must have been stable for at least 12 weeks (±3 days) prior to randomization (study enrollment); daily doses of SGLT2 inhibitor and metformin, if used, will be considered stable during this period if:

  * all prescribed daily doses were in the range between the minimum required dose and maximum-approved dose per country-specific label; and
  * \>90% of prescribed daily doses were equal to the dose at randomization
* Have HbA1c ≥7.0% and ≤9.5% at study entry and approximately 1 week prior to randomization
* Have body mass index (BMI) ≤45 kilograms per meter squared (kg/m\^2) and agree to not initiate a diet and/or exercise program during the study with the intent of reducing body weight other than the lifestyle and dietary measures for diabetes treatment

Exclusion Criteria:

* Have type 1 diabetes mellitus
* Have been treated with any other OAMs (other than SGLT2 inhibitors and metformin), glucagon-like peptide-1 receptor agonist (GLP-1 RA), pramlintide or insulin 3 months prior to study entry, or between study entry and randomization; or initiate metformin between study entry and randomization; short-term use of insulin for acute care (≤14 days) during the 3-month period prior to entry is not exclusionary
* Have any condition that is a contraindication for use of the GLP-1 RA class or the SGLT2 inhibitor class (per country-specific labels) at study entry or develop such condition between study entry and randomization
* Have acute or chronic hepatitis, signs and symptoms of any other liver disease other than nonalcoholic fatty liver disease (NAFLD), or alanine transaminase (ALT) level \>2.5 times the upper limit of the reference range, as determined by the central laboratory at study entry; participants with NAFLD are eligible for participation in this trial
* Had chronic or acute pancreatitis any time prior to study entry
* Estimated glomerular filtration rate (eGFR) \<45 milliliters(mL)/minute/1.73m\^2, calculated by the Chronic Kidney Disease-Epidemiology (CKD-EPI) equation, as determined by the central laboratory at study entry and confirmed at lead in
* Have any self or family history of type 2A or type 2B multiple endocrine neoplasia (MEN 2A or 2B) in the absence of known C-cell hyperplasia (this exclusion includes participants with a family history of MEN 2A or 2B, whose family history for the syndrome is rearranged during transfect \[RET\]-negative; the only exception for this exclusion will be for participants whose family members with MEN 2A or 2B have a known RET mutation and the potential participant for the study is negative for the RET mutation)
* Have any self or family history of medullary C-cell hyperplasia, focal hyperplasia, carcinoma (including sporadic, familial, or part of MEN 2A or 2B syndrome)
* Have a serum calcitonin ≥20 picograms/mL as determined by the central laboratory at study entry","[""Have type 2 diabetes mellitus (based on the World Health Organization's [WHO] diagnostic criteria)"", ""Have been treated with an SGLT2 inhibitor, with or without metformin, for at least 3 months prior to study entry (minimum required doses for that period for allowed SGLT2 inhibitors: empagliflozin 10 mg, dapagliflozin 5 or 10 mg [per country-specific label], canagliflozin 100 mg); minimum required dose for metformin, if used, is \u22651500 mg/day and must be reached (or highest tolerated dose which is acceptable with documented gastrointestinal [GI] intolerability)"", ""Daily doses of all allowed oral antihyperglycemia agent (OAMs) must have been stable for at least 12 weeks (\u00b13 days) prior to randomization (study enrollment); daily doses of SGLT2 inhibitor and metformin, if used, will be considered stable during this period if: all prescribed daily doses were in the range between the minimum required dose and maximum-approved dose per country-specific label; and >90% of prescribed daily doses were equal to the dose at randomization"", ""Have HbA1c \u22657.0% and \u22649.5% at study entry and approximately 1 week prior to randomization"", ""Have body mass index (BMI) \u226445 kilograms per meter squared (kg/m^2) and agree to not initiate a diet and/or exercise program during the study with the intent of reducing body weight other than the lifestyle and dietary measures for diabetes treatment""]","[""Have type 1 diabetes mellitus"", ""Have been treated with any other OAMs (other than SGLT2 inhibitors and metformin), glucagon-like peptide-1 receptor agonist (GLP-1 RA), pramlintide or insulin 3 months prior to study entry, or between study entry and randomization; or initiate metformin between study entry and randomization; short-term use of insulin for acute care (\u226414 days) during the 3-month period prior to entry is not exclusionary"", ""Have any condition that is a contraindication for use of the GLP-1 RA class or the SGLT2 inhibitor class (per country-specific labels) at study entry or develop such condition between study entry and randomization"", ""Have acute or chronic hepatitis, signs and symptoms of any other liver disease other than nonalcoholic fatty liver disease (NAFLD), or alanine transaminase (ALT) level >2.5 times the upper limit of the reference range, as determined by the central laboratory at study entry; participants with NAFLD are eligible for participation in this trial"", ""Had chronic or acute pancreatitis any time prior to study entry"", ""Estimated glomerular filtration rate (eGFR) <45 milliliters(mL)/minute/1.73m^2, calculated by the Chronic Kidney Disease-Epidemiology (CKD-EPI) equation, as determined by the central laboratory at study entry and confirmed at lead in"", ""Have any self or family history of type 2A or type 2B multiple endocrine neoplasia (MEN 2A or 2B) in the absence of known C-cell hyperplasia (this exclusion includes participants with a family history of MEN 2A or 2B, whose family history for the syndrome is rearranged during transfect [RET]-negative; the only exception for this exclusion will be for participants whose family members with MEN 2A or 2B have a known RET mutation and the potential participant for the study is negative for the RET mutation)"", ""Have any self or family history of medullary C-cell hyperplasia, focal hyperplasia, carcinoma (including sporadic, familial, or part of MEN 2A or 2B syndrome)"", ""Have a serum calcitonin \u226520 picograms/mL as determined by the central laboratory at study entry""]"
NCT02788331,Revisiting the Volume-outcome Relationship in Surgery: Trends Analysis in French Hospitals,"Inclusion Criteria:

All adults hospitalized to have one of the following major surgery: resection of oeso-gastric, intestinal and pancreatic cancer, treatment of intra-abdominal aortic aneurysm, coronary artery bypass graft, endarterectomy, hip fracture prosthesis

Exclusion Criteria:

* Hospitalization \<24 hours
* Absence of surgical procedure
* Ambulatory care
* Palliative care
* Organ transplantation","[""All adults hospitalized to have one of the following major surgery: resection of oeso-gastric, intestinal and pancreatic cancer, treatment of intra-abdominal aortic aneurysm, coronary artery bypass graft, endarterectomy, hip fracture prosthesis""]","[""Hospitalization <24 hours"", ""Absence of surgical procedure"", ""Ambulatory care"", ""Palliative care"", ""Organ transplantation""]"
NCT01673893,ClearWay Rx Readmission Registry,"Inclusion Criteria:

* Acute Coronary Syndrome (ST elevation myocardial infarction or Non ST elevation myocardial infarction) patients requiring the use of the ClearWay™ Rx local therapeutic infusion catheter for intracoronary delivery of GP IIb/IIIa inhibitor.

Exclusion Criteria:

* Patients not meeting the above inclusion criterion","[""Acute Coronary Syndrome (ST elevation myocardial infarction or Non ST elevation myocardial infarction) patients requiring the use of the ClearWay\u2122 Rx local therapeutic infusion catheter for intracoronary delivery of GP IIb/IIIa inhibitor.""]","[""Patients not meeting the above inclusion criterion""]"
NCT04482816,Randomized Study of Physiological vs Right Ventricular Pacing in Patients With Normal Ventricular Function Post-TAVI (PHYS-TAVI Trial),"Inclusion Criteria:

* Successful implantation of TAVI according to VARC-2 criteria.
* Indication of cardiac pacing due to AV block according to ESC Guidelines.
* LVEF\> 50%.
* The patient must indicate their acceptance to participate in the study by signing an informed consent document.

Exclusion Criteria:

* Ventricular dysfunction: LVEF \<50%.
* Transapical TAVI.
* Participating currently in a clinical investigation that includes an active treatment.
* Patients with left bundle branch block but without indication of pacing (AV block).
* Life expectancy \<12 months.","[""Successful implantation of TAVI according to VARC-2 criteria."", ""Indication of cardiac pacing due to AV block according to ESC Guidelines."", ""LVEF> 50%."", ""The patient must indicate their acceptance to participate in the study by signing an informed consent document.""]","[""Ventricular dysfunction: LVEF <50%."", ""Transapical TAVI."", ""Participating currently in a clinical investigation that includes an active treatment."", ""Patients with left bundle branch block but without indication of pacing (AV block)."", ""Life expectancy <12 months.""]"
NCT04014153,The Impact of Comorbidity as a Risk Factor of Acute Kidney Injury (AKI) in Patients With Stable Coronary Artery Disease (CAD),"Inclusion Criteria:

* Informed consent
* Male and female patients 18 y. o. and older
* Verified stable coronary artery disease (CAD)
* Receiving optimal medical treatment and requiring percutaneous coronary intervention (PCI) with iodinated contrast media

Exclusion Criteria:

* Pregnancy, lactation
* Conditions affecting the prognosis (kidney failure, liver failure, oncology)
* Acute coronary syndrome (ACS)
* Stroke
* Contraindications to PCI
* Therapy with nephrotoxic drugs during the enrolment which cannot be stopped
* Refusal to sign the informed consent","[""Informed consent"", ""Male and female patients 18 y. o. and older"", ""Verified stable coronary artery disease (CAD)"", ""Receiving optimal medical treatment and requiring percutaneous coronary intervention (PCI) with iodinated contrast media""]","[""Pregnancy, lactation"", ""Conditions affecting the prognosis (kidney failure, liver failure, oncology)"", ""Acute coronary syndrome (ACS)"", ""Stroke"", ""Contraindications to PCI"", ""Therapy with nephrotoxic drugs during the enrolment which cannot be stopped"", ""Refusal to sign the informed consent""]"
NCT00000531,,"Men \& women with VF, VT with syncope, or VT without syncope, but with ejection fraction less than or equal to .40 \& systolic blood pressure less than 80 mm Hg, chest pain , or near syncope.","[""Men and women"", ""Ventricular Fibrillation (VF)"", ""Ventricular Tachycardia (VT) with syncope"", ""Ventricular Tachycardia (VT) without syncope, but with ejection fraction less than or equal to 0.40"", ""Ventricular Tachycardia (VT) without syncope, but with systolic blood pressure less than 80 mm Hg"", ""Ventricular Tachycardia (VT) without syncope, but with chest pain"", ""Ventricular Tachycardia (VT) without syncope, but with near syncope""]",[]
NCT00825318,"Pilot Trial To Study Blood Pressure, Weight and Hydration State in Patients Undergoing A Treatment Regimen of Daily Ultrafiltration and Twice-weekly Hemodialysis As Compared to Conventional Three Times Per Week Hemodialysis","Inclusion Criteria:

* Age greater than or equal to 18 years and less than or equal to 80 years
* Stable three treatments per week dialysis schedule for at least three months prior to beginning the study
* Residual renal clearance \<1.5ml/min per 35L of urea volume
* Pre-dialysis serum sodium levels of greater than 136 mEq/L

Exclusion Criteria:

* Non-compliance with hemodialysis treatments--defined as missing more than 1 treatment over the 3 month period prior to the study
* Unable to verbally communicate in English or Spanish
* Current requirement for hemodialysis more than three times per week due to medical comorbidity (including fourth session for ultrafiltration)
* Currently on daily or nocturnal hemodialysis, or less than 3 months since discontinued such treatment
* Expected geographic unavailability at dialysis center during any phase of the trial
* Less than 3 months since the patient returned after acute rejection resulting in allograft failure
* Currently in acute care or chronic care hospital
* Pregnancy
* Current involvement in any non-observational trial
* Unable or unwilling to follow the study protocol for any reason (including mental incompetence)
* Unable or unwilling to provide informed consent or sign IRB-approved consent form
* Pace maker, implantable pump, artificial joint
* Amputation of a limb","[""Age greater than or equal to 18 years and less than or equal to 80 years"", ""Stable three treatments per week dialysis schedule for at least three months prior to beginning the study"", ""Residual renal clearance <1.5ml/min per 35L of urea volume"", ""Pre-dialysis serum sodium levels of greater than 136 mEq/L""]","[""Non-compliance with hemodialysis treatments--defined as missing more than 1 treatment over the 3 month period prior to the study"", ""Unable to verbally communicate in English or Spanish"", ""Current requirement for hemodialysis more than three times per week due to medical comorbidity (including fourth session for ultrafiltration)"", ""Currently on daily or nocturnal hemodialysis, or less than 3 months since discontinued such treatment"", ""Expected geographic unavailability at dialysis center during any phase of the trial"", ""Less than 3 months since the patient returned after acute rejection resulting in allograft failure"", ""Currently in acute care or chronic care hospital"", ""Pregnancy"", ""Current involvement in any non-observational trial"", ""Unable or unwilling to follow the study protocol for any reason (including mental incompetence)"", ""Unable or unwilling to provide informed consent or sign IRB-approved consent form"", ""Pace maker, implantable pump, artificial joint"", ""Amputation of a limb""]"
NCT03960801,Assessment of Remifentanil for Rapid Sequence Induction and Intubation in Full Stomach Patient Compared to Muscle Relaxant. A Non-inferiority Simple Blind Randomized Controlled Trial,"Inclusion Criteria:

* \- male or female
* aged from 18 to 80 years old
* surgery requiring general anaesthesia with tracheal with oro-tracheal intubation
* Rapid sequence intubation indication
* aspiration risk defined as : fasting \< 6h00, digestive occlusion, functional ileus, vomiting \< 12h00, orthopaedic trauma \< 12h00, severe gastric reflux, gastroparesis and/or dysautonomia and or gastro-oesophagus surgery
* signed informed consent sheet ; or emergency procedure if impossible

Exclusion Criteria:

* planned impossible intubation
* suspected/known allergy to neuromuscular blockade or remifentanil
* Neuromuscular disease forbidding neuromuscular blockade use
* Prolonged neuromuscular block former episode
* Malignant hyperthermia former episode
* Pre-operative respiratory failure (spO2\< 95%)
* Pre-operative hemodynamic failure (use of vasopressor)
* cardiac arrest
* A woman of childbearing age who has an active pregnancy and/or clinical signs suggestive of an active pregnancy and/or does not have a contraceptive or contraceptive method and has had unprotected sex within 15 days of the last menstrual period.
* Patients under justice protection
* Use of etomidate for anesthetic induction","[""male or female"", ""aged from 18 to 80 years old"", ""surgery requiring general anaesthesia with tracheal with oro-tracheal intubation"", ""Rapid sequence intubation indication"", ""aspiration risk defined as : fasting < 6h00, digestive occlusion, functional ileus, vomiting < 12h00, orthopaedic trauma < 12h00, severe gastric reflux, gastroparesis and/or dysautonomia and or gastro-oesophagus surgery"", ""signed informed consent sheet ; or emergency procedure if impossible""]","[""planned impossible intubation"", ""suspected/known allergy to neuromuscular blockade or remifentanil"", ""Neuromuscular disease forbidding neuromuscular blockade use"", ""Prolonged neuromuscular block former episode"", ""Malignant hyperthermia former episode"", ""Pre-operative respiratory failure (spO2< 95%)"", ""Pre-operative hemodynamic failure (use of vasopressor)"", ""cardiac arrest"", ""A woman of childbearing age who has an active pregnancy and/or clinical signs suggestive of an active pregnancy and/or does not have a contraceptive or contraceptive method and has had unprotected sex within 15 days of the last menstrual period."", ""Patients under justice protection"", ""Use of etomidate for anesthetic induction""]"
NCT02496260,Biomarkers and Cardiac MRI as Early Indicators of Cardiac Exposure,"Inclusion Criteria:

* Patients who will receive RT for left-sided breast cancer and can have a contrast-enhanced MRI are eligible.

Exclusion Criteria:

* Patients who have a contraindication to contrast-enhanced MRI are not eligible.","[""Patients who will receive RT for left-sided breast cancer and can have a contrast-enhanced MRI are eligible.""]","[""Patients who have a contraindication to contrast-enhanced MRI are not eligible.""]"
NCT01117506,A Blood-based Gene Expression Test (Corus CAD or ASGES) for Obstructive Coronary Artery Disease Tested in Symptomatic Nondiabetic Patients Referred for Myocardial Perfusion Imaging.,"Inclusion Criteria:

* Ages 45-90 for women; 35-90 for men.
* Stable chest pain syndrome (typical or atypical) or anginal equivalent in the judgment of the investigator (e.g., pain in the neck, jaw, arm or shoulder or dyspnea possibly due to cardiac ischemia).
* Referred for a stress test using MPI.
* The patient has signed the appropriate Institutional Review Board approved Informed Consent Form.

Exclusion Criteria:

* History of known MI or significant CAD.
* Current MI or acute coronary syndrome.
* Current New York Heart Association (NYHA) class III or IV congestive heart failure symptoms.
* Severe regurgitant or stenotic cardiac valvular lesion.
* Severe left ventricular systolic dysfunction (LVEF ≤ 35 % documented in the last year); if no assessment was performed or documented in the year preceding enrollment, presume normal LVEF.
* Active systemic infection (diagnosed by a combination of clinical symptoms and laboratory testing, including but not limited to fever, leukocytosis, positive blood cultures, pneumonia, urinary tract infection, or abscess in the preceding 2 months) or chronic infection (e.g., HIV, Hepatitis B or C, Tuberculosis).
* Protocol-specified rheumatologic, autoimmune or hematologic conditions (e.g., rheumatoid arthritis, systemic lupus erythematosis, polymyalgia rheumatica, or systemic sarcoidosis).
* Known or suspected diabetes mellitus or documented Hemoglobin A1c (HbA1c) ≥ 6.5; presume normal HbA1c if none documented.
* Total WBC ≥ 11,000 cells/ul and platelet count ≤ 75,000 cells/ul from a CBC with differential drawn within 7 days prior to enrollment \[WBC ≥ 11,000 cells/ul and platelet count ≤ 75,000 cells/ul from a CBC drawn \> 7 days prior need to be re-drawn at enrollment\].
* Recipient of any organ transplant.
* Immunosuppressive or immunomodulatory therapy including any dose of systemic corticosteroids in the preceding 2 months.
* Chemotherapy in the preceding year.
* Major surgery in the preceding 2 months.
* Blood or blood product transfusion in the preceding 2 months.
* Subjects for whom all forms (stress or pharmacologic) of MPI are contraindicated.
* Subjects for whom invasive coronary angiography or coronary CT angiography is contraindicated, including IV beta-blocker.
* Subjects who planned to decline research CCTA or invasive coronary angiography, regardless of MPI result.
* Subjects with history of atrial fibrillation/flutter or frequent irregular or rapid heart rhythms.
* Known history of renal insufficiency (serum creatinine ≥ 2.0 mg/dL), or severe allergy to iodinated contrast.","[""Ages 45-90 for women; 35-90 for men."", ""Stable chest pain syndrome (typical or atypical) or anginal equivalent in the judgment of the investigator (e.g., pain in the neck, jaw, arm or shoulder or dyspnea possibly due to cardiac ischemia)."", ""Referred for a stress test using MPI."", ""The patient has signed the appropriate Institutional Review Board approved Informed Consent Form.""]","[""History of known MI or significant CAD."", ""Current MI or acute coronary syndrome."", ""Current New York Heart Association (NYHA) class III or IV congestive heart failure symptoms."", ""Severe regurgitant or stenotic cardiac valvular lesion."", ""Severe left ventricular systolic dysfunction (LVEF \"" 35 % documented in the last year); if no assessment was performed or documented in the year preceding enrollment, presume normal LVEF."", ""Active systemic infection (diagnosed by a combination of clinical symptoms and laboratory testing, including but not limited to fever, leukocytosis, positive blood cultures, pneumonia, urinary tract infection, or abscess in the preceding 2 months) or chronic infection (e.g., HIV, Hepatitis B or C, Tuberculosis)."", ""Protocol-specified rheumatologic, autoimmune or hematologic conditions (e.g., rheumatoid arthritis, systemic lupus erythematosis, polymyalgia rheumatica, or systemic sarcoidosis)."", ""Known or suspected diabetes mellitus or documented Hemoglobin A1c (HbA1c) \"" 6.5; presume normal HbA1c if none documented."", ""Total WBC \"" 11,000 cells/ul and platelet count \"" 75,000 cells/ul from a CBC with differential drawn within 7 days prior to enrollment [WBC \"" 11,000 cells/ul and platelet count \"" 75,000 cells/ul from a CBC drawn > 7 days prior need to be re-drawn at enrollment]."", ""Recipient of any organ transplant."", ""Immunosuppressive or immunomodulatory therapy including any dose of systemic corticosteroids in the preceding 2 months."", ""Chemotherapy in the preceding year."", ""Major surgery in the preceding 2 months."", ""Blood or blood product transfusion in the preceding 2 months."", ""Subjects for whom all forms (stress or pharmacologic) of MPI are contraindicated."", ""Subjects for whom invasive coronary angiography or coronary CT angiography is contraindicated, including IV beta-blocker."", ""Subjects who planned to decline research CCTA or invasive coronary angiography, regardless of MPI result."", ""Subjects with history of atrial fibrillation/flutter or frequent irregular or rapid heart rhythms."", ""Known history of renal insufficiency (serum creatinine \"" 2.0 mg/dL), or severe allergy to iodinated contrast.""]"
NCT04074876,Utility of Pulmonary Echography for Evaluation of Patients Undergoing Orthopedic Surgery for Femur Fracture,"Inclusion Criteria:

* Patients more of 65 years of age with femur fracture undergoing urgent surgery
* patients can undergo spinal anaesthesia

Exclusion Criteria:

* Absent consent, patients with acute heart failure or recent major cardiac events (\< 6 months), known pulmonary parenchyma diseases (including pneumonia), general anaesthesia during surgery","[""Patients more of 65 years of age with femur fracture undergoing urgent surgery"", ""patients can undergo spinal anaesthesia""]","[""Absent consent, patients with acute heart failure or recent major cardiac events (< 6 months)"", ""known pulmonary parenchyma diseases (including pneumonia)"", ""general anaesthesia during surgery""]"
NCT02231528,Interest of Ultrasound Coupled to a Guidance System (GPS) for Central Venous Catheters (CVC) Insertion.,"Inclusion Criteria:

* Adults 2 sexes
* Age\> 18years
* Indication for placing a central venous catheter in internal jugular
* Scheduled installation

Exclusion Criteria:

* Persons referred to in Articles L. 1121-5 to L. 1121-8 Code of Public Health,
* Lack of coverage by social security
* Refusal of patient consent
* Contraindication for placement of a central venous catheter in internal jugular
* Emergency
* Pregnancy
* Doppler data from the supra-aortic trunks if it exists (eg bilateral carotid stenosis)
* Pacemaker, defibrillator","[""Adults 2 sexes"", ""Age> 18years"", ""Indication for placing a central venous catheter in internal jugular"", ""Scheduled installation""]","[""Persons referred to in Articles L. 1121-5 to L. 1121-8 Code of Public Health"", ""Lack of coverage by social security"", ""Refusal of patient consent"", ""Contraindication for placement of a central venous catheter in internal jugular"", ""Emergency"", ""Pregnancy"", ""Doppler data from the supra-aortic trunks if it exists (eg bilateral carotid stenosis)"", ""Pacemaker, defibrillator""]"
NCT03457623,"Medico-economic Evaluation of a ""IsereADOM"" Package of Services Versus Conventional Health and Social Monitoring, in the Care of a Population of People With Heart Failure in Isère.","Inclusion Criteria:

* Patient diagnosed with heart failure confirmed by a cardiologist ;
* Patient with functional NYHA II, III, IV staining ;
* Patient domiciled in the department of Isère ;
* Patient who can be followed regularly for 6 months ;
* Patient who can benefit from RESIC-type health education ;
* Presence of a caregiver referent of proximity (family or other) according to appreciation of the investigating doctor in case of cognitive disorders ;
* Patient affiliated with social security or beneficiary of such a scheme ;
* Patient able to read, write and understand French ;
* Patient having signed informed consent to participate.

Exclusion Criteria:

* Patient with peritoneal dialysis or haemofiltration ;
* Patient with severe co-morbidity with poor short-term prognosis: mortality \< 6 months ;
* Patient with future surgical etiologic treatment: prosthetic valve, revascularization procedure, TAVI or MITRACLIP ;
* Patient residing in a nursing home or institution for dependent person ;
* Persons referred to in Articles L1121-5 to L1121-8 of the CSP (corresponds to all persons protected: pregnant woman, parturient, mother who is breastfeeding, person deprived of liberty by judicial or administrative decision, person subject of a legal protection measure).","[""Patient diagnosed with heart failure confirmed by a cardiologist"", ""Patient with functional NYHA II, III, IV staining"", ""Patient domiciled in the department of Is\u00e8re"", ""Patient who can be followed regularly for 6 months"", ""Patient who can benefit from RESIC-type health education"", ""Presence of a caregiver referent of proximity (family or other) according to appreciation of the investigating doctor in case of cognitive disorders"", ""Patient affiliated with social security or beneficiary of such a scheme"", ""Patient able to read, write and understand French"", ""Patient having signed informed consent to participate""]","[""Patient with peritoneal dialysis or haemofiltration"", ""Patient with severe co-morbidity with poor short-term prognosis: mortality < 6 months"", ""Patient with future surgical etiologic treatment: prosthetic valve, revascularization procedure, TAVI or MITRACLIP"", ""Patient residing in a nursing home or institution for dependent person"", ""Persons referred to in Articles L1121-5 to L1121-8 of the CSP (corresponds to all persons protected: pregnant woman, parturient, mother who is breastfeeding, person deprived of liberty by judicial or administrative decision, person subject of a legal protection measure)""]"
NCT04312490,"Presentation, Patterns of Myocardial Damage, and Clinical Course of Viral Myocarditis","Inclusion Criteria:

* all patients with recent unexplained heart failure in last 3 months and diagnosed as myocarditis by cardiac magnetic resonance (CMR) after exclusion of ischemic (by coronary angio) or valvular (by detailed ECHO) causes.

Exclusion Criteria:

* ischemic cardiomyopathy.
* peripartum cardiomyopathy
* valvular etiology of heart failure","[""all patients with recent unexplained heart failure in last 3 months and diagnosed as myocarditis by cardiac magnetic resonance (CMR) after exclusion of ischemic (by coronary angio) or valvular (by detailed ECHO) causes.""]","[""ischemic cardiomyopathy."", ""peripartum cardiomyopathy"", ""valvular etiology of heart failure""]"
NCT02591732,"A Nation-wide Registry Study of Patients With Non-valvular Atrial Fibrillation Initiating Anticoagulation Therapies in the Early Period Follow Apixaban Marketing in Denmark: Patient Characteristics, Treatment Patterns, and Early Bleeding Events","Inclusion Criteria:

The study population will consist of all patients in Denmark who meet the following criteria:

* Adult (≥18 years) at time of anticoagulant initiation
* Diagnosed with atrial fibrillation without recorded valvular disease
* Initiated a new OAT during the study period (January 1, 2011 and December 31, 2014).
* For the identification of NVAF cases, the appearance at least one hospital discharge diagnosis of AF will be searched in the databases.

Exclusion Criteria:

* Patients with prosthetic heart valves , rheumatic mitral or aortic valve disorders, and mitral aortic stenosis will be excluded","[""Adult (\u226518 years) at time of anticoagulant initiation"", ""Diagnosed with atrial fibrillation without recorded valvular disease"", ""Initiated a new OAT during the study period (January 1, 2011 and December 31, 2014)."", ""For the identification of NVAF cases, the appearance at least one hospital discharge diagnosis of AF will be searched in the databases.""]","[""Patients with prosthetic heart valves , rheumatic mitral or aortic valve disorders, and mitral aortic stenosis will be excluded""]"
